gene_id	conf	product
SO_2912	0.81	pflB - pyruvate formate-lyase PflB
SO_3370	0.75	yceI - UPF0312 family alkali-inducible periplasmic protein YceI
SO_0104	0.74	fdhE - nitrate-inducible formate dehydrogenase chaperone FdhE
SO_1776	0.72	mtrB - extracellular iron oxide respiratory system outer membrane component MtrB
SO_1329	0.66	cyaC - adenylate cyclase CyaC
SO_0107	0.61	fdhD - formate dehydrogenase assembly/maturation protein FdhD
SO_0742	0.37	fbpC - ABC-type Fe3+ uptake system ATPase component FbpC
SO_2196	0.33	srtA - sortase SrtA
SO_2001	0.31	ushA - bifunctional UDP-sugar hydrolase/5'-nucleotidase UshA
SO_3896	0.30	omp35 - outer membrane porin Omp35
SO_0831	0.30	gshB - ATP-dependent glutathione synthetase GshB
SO_3894	0.29	two component signal transduction system histidine kinase
SO_4035	0.29	predicted membrane protein
SO_4488	0.29	two component signal transduction system histidine kinase
SO_0624	0.28	crp - cAMP-responsive regulator of catabolite repression Crp
SO_1482	0.28	aceB - TonB-dependent receptor
SO_2444	0.28	thiDE - bifunctional hydroxy-(phospho)methylpyrimidine kinase/thiamine-phosphate pyrophosphorylase ThiDE
SO_4211	0.27	secA - preprotein translocase ATPase subunit SecA
SO_2477	0.27	kdsB - alcohol dehydrogenase iron-containing
SO_1502	0.27	GTPase involved in metallocenter biosynthesis of metalloproteins COG0523 family
SO_3252	0.27	cheV - chemotaxis signal transduction system response regulator CheV
SO_3031	0.26	pubB - N-hydroxyputrescine-succinyl CoA transferase PubB
SO_0424	0.26	aceE - pyruvate dehydrogenase E1 component AceE
SO_3884	0.26	site-specific recombinase phage integrase family
SO_3302	0.26	extracellular peptidase family S8A
SO_0250	0.26	rplO - 50S ribosomal protein L15 RplO
SO_4347	0.26	ilvG - acetolactate synthase II large subunit IlvG
SO_2607	0.26	rsmF - putative nucleoside transporter
SO_0768	0.26	argR - NAD dependent epimerase/dehydratase family protein
