gene_id	conf	product
SO_3960	0.58	lptB - ABC-type lipopolysaccharide export system ATPase component LptB
SO_0313	0.54	potE - putrescine:ornithine antiporter PotE
SO_3904	0.54	tolC - global secretion system secretin TolC
SO_1828	0.52	tonB2 - TonB2 mediated energy transduction system energy transducer component TonB2
SO_3896	0.50	omp35 - outer membrane porin Omp35
SO_3827	0.50	kdsA - 2-dehydro-3-deoxyphosphooctonate aldolase KdsA
SO_1359	0.49	trmD - tRNA (guanine-N1)-methyltransferase TrmD
SO_1369	0.49	lptF - ABC-type lipopolysaccharide export system permease component 1 LptF
SO_0228	0.49	fusA - translation elongation factor G FusA
SO_3080	0.48	prmB - 50S subunit L3 protein glutamine methyltransferase PrmB
SO_0247	0.48	rplR - 50S ribosomal protein L18 RplR
SO_4749	0.48	atpA - ATP synthase F1 alpha subunit AtpA
SO_3689	0.48	two component signal transduction system Sigma54-dependent response regulator Fis family
SO_1226	0.47	radA - ATP-dependent protease RadA
SO_2403	0.47	cmk - cytidylate kinase Cmk
SO_3934	0.47	rlmB - 23S rRNA (guanosine2251-2'-O)-methyltransferase RlmB
SO_0820	0.47	macA - ABC-type macrolide export systemMFP component MacA
SO_0248	0.47	rpsE - 30S ribosomal protein S5 RpsE
SO_3340	0.46	mscS - small conductance mechanosensitive ion channel protein MscS
