gene_id	conf	product
SO_4121	1.0	protein with C-terminal FimV core domain
SO_4562	1.0	tellurium resistance terB-like protein subgroup 2
SO_0078	0.97	predicted lipoprotein
SO_0660	0.97	Mu phage conserved phage protein
SO_2991	0.96	Lambda phage lipoprotein
SO_1190	0.94	putative periplasmic CbiK superfamily protein
SO_1824	0.92	TonB2 energy transduction system periplasmic component
SO_4356	0.92	predicted lipoprotein
SO_0054	0.89	HI0933 family flavoprotein YhiN
SO_0797	0.89	periplasmic thioredoxin-family protein
SO_3523	0.89	type IV pilin system protein
SO_0974	0.87	putative cytoplasmic protein
SO_0908	0.85	ankyrin domain protein
SO_0971	0.85	predicted membrane protein
SO_2219	0.85	predicted membrane protein
SO_2876	0.85	predicted lipoprotein
SO_3051	0.85	xanthine and CO dehydrogenase family maturation factor XdhC/CoxF family
SO_3454	0.85	putative cytoplasmic protein
SO_0203	0.83	predicted periplasmic protein
SO_1610	0.83	Zn-ribbon-containing possibly nucleic-acid-binding protein DUF2310
SO_2868	0.83	SirA-like protein
SO_0757	0.82	TPR domain lipoprotein
SO_0329	0.81	predicted lipoprotein
SO_4714	0.8	ABC-type amino acid uptake system substrate-binding component PAAT family
SO_2063	0.76	outer membrane lipoprotein
SO_0055	0.75	tetratricopeptide repeat-containing protein
SO_3105	0.75	periplasmic rhodanese domain protein
SO_0126	0.74	DUF833 family protein
SO_0306	0.73	outer membrane protein COG4775 family
SO_1425	0.73	outer membrane morn variant repeat-containing protein
SO_2960	0.72	Lambda phage phage head-tail joining protein
SO_1475	0.68	UPF0125 family protein YfjF
SO_0033	0.66	peptidoglycan-binding protein
SO_1444	0.66	toxin module of toxin-antitoxin system RelE/StbE family
SO_0480	0.64	sulfurtransferase SirB
SO_3407	0.64	putative siderophore transporter component 2
SO_3905	0.64	predicted outer membrane protein
SO_4434	0.62	type I pilus assembly chaperone CooB
SO_4508	0.62	formate dehydrogenase accessory protein FdhX
SO_4196	0.6	predicted membrane protein
SO_4563	0.6	HDOD domain protein
SO_4035	0.59	predicted membrane protein
SO_4169	0.59	deoxyribodipyrimidine photolyase-related protein
SO_4551	0.58	predicted periplasmic protein
SO_1441	0.56	putative cytoplasmic protein
SO_1830	0.56	diguanylate cyclase
SO_3343	0.56	predicted lipoprotein
SO_0615	0.55	HD domain protein
SO_2934	0.55	extracellular lipase Pla-1/cef family
